"Lambda2","Q","U:0","U:1","U:2","k","nut","omega","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
1516.9,-1858.7,29.569,-0.70158,-4.0945,0.00827,0.00018205,45.566,-8.226,-5.8691,9.4841,-4.9852,0,0.33,0.24937,0.106
1294.5,-1587.9,29.747,-0.55107,-3.9178,0.0073869,0.00020867,35.529,-11.086,-7.9221,8.2878,-3.8898,0,0.33,0.24936,0.1123
1329.6,-1625.3,29.745,-0.70627,-3.7835,0.0072076,0.00021546,33.54,-9.8202,3.6252,7.1593,-7.824,0,0.33,0.25548,0.11231
1429.9,-1748.1,29.662,-0.78045,-3.8609,0.0075531,0.00019963,37.934,-8.4201,3.5132,8.002,-8.0238,0,0.33,0.25548,0.10913
1482.9,-1661.9,29.697,-1.0653,-3.4972,0.0071878,0.0002121,34.084,-6.5969,1.6705,7.5121,2.4618,0,0.33,0.26767,0.10909
1507.5,-1808,29.709,-0.92443,-3.672,0.0074329,0.00020168,36.951,-7.3914,4.2109,8.3744,-5.6623,0,0.33,0.26161,0.10908
1389.4,-1665.4,29.793,-0.84409,-3.5959,0.0071193,0.00021792,32.756,-8.7898,5.153,7.2732,-5.7237,0,0.33,0.26159,0.11238
492.94,-682.24,29.984,-1.2622,-2.8832,0.006115,0.00012559,16.246,-7.801,-6.8791,4.9365,-3.4531,0,0.33,0.29209,0.11564
513.18,-777.95,29.947,-1.1928,-2.9603,0.0063347,0.00017246,20.255,-7.9574,-6.7226,4.23,-10.123,0,0.33,0.28602,0.11563
420.07,-600.23,30.038,-1.1969,-2.8479,0.0060235,0.00010617,14.26,-8.8714,-7.0775,3.4537,-3.6215,0,0.33,0.29209,0.11874
452.27,-701.28,30,-1.1259,-2.9162,0.0062209,0.00014625,18.064,-9.0745,-6.1895,2.4871,-10.63,0,0.33,0.28602,0.11874
590.54,-870.88,29.886,-1.2671,-3.0031,0.006471,0.00020378,22.765,-6.7713,-7.6452,5.8123,-9.514,0,0.33,0.28603,0.11243
739.37,-1041.5,29.796,-1.1853,-3.12,0.0066391,0.00022781,25.676,-7.0038,-2.2781,4.3034,-12.361,0,0.33,0.27994,0.1124
668,-949.98,29.855,-1.1103,-3.0736,0.0064738,0.00019551,22.852,-8.2327,-1.6794,2.9967,-12.512,0,0.33,0.27993,0.1156
611.86,-874.39,29.908,-1.0417,-3.0256,0.0063365,0.00016398,20.385,-9.3895,-1.3453,1.5673,-12.498,0,0.33,0.27994,0.11871
785.47,-906.08,29.951,-0.82264,-3.0438,0.0061502,0.0001156,17.067,-12.06,-1.4137,0.5483,0.51208,0,0.33,0.27384,0.12486
544.64,-766.91,29.994,-0.91595,-2.9231,0.0061148,0.00011341,16.143,-11.537,-1.6011,-0.74535,-12.025,0,0.33,0.27995,0.12491
837.11,-974.59,29.905,-0.88595,-3.1034,0.0062621,0.00013939,19.254,-10.985,-1.0648,1.3714,-0.13515,0,0.33,0.27382,0.12175
571.5,-812.99,29.953,-0.97749,-2.9753,0.0062181,0.00013691,18.164,-10.488,-1.3096,0.2304,-12.335,0,0.33,0.27994,0.12181
1065.5,-1160.8,29.971,-0.77009,-3.2207,0.0063829,0.00015326,21.339,-11.647,1.9531,2.7968,4.7028,0,0.33,0.26766,0.12174
