"Lambda2","Q","U:0","U:1","U:2","k","nut","omega","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
490.41,-614.22,30.307,-1.7035,-2.0603,0.0056492,3.7104e-05,6.0816,-13.52,9.1881,4.5605,-1.8209,0,0.33,0.33483,0.10747
249.02,-329.73,30.463,-1.6271,-1.551,0.0055567,4.617e-05,2.934,-15.579,7.6787,3.7129,-1.6247,0,0.33,0.3611,0.10746
208.31,-295.03,30.445,-1.6465,-1.6144,0.0055631,4.9646e-05,3.0619,-15.283,2.6465,4.0627,-1.4537,0,0.33,0.35735,0.10746
396.69,-527.55,30.438,-1.4995,-2.0436,0.0055956,3.7566e-05,4.3292,-16.167,5.2803,-0.17749,-3.4561,0,0.33,0.33477,0.11873
379.05,-508.2,30.453,-1.4655,-2.0378,0.0055875,3.8145e-05,4.0569,-16.582,4.8551,-0.29589,-3.7388,0,0.33,0.33477,0.1206
213.14,-300,30.571,-1.4753,-1.5658,0.0055369,4.9554e-05,2.328,-17.456,-1.2003,2.0643,-0.95301,0,0.33,0.36099,0.1192
168.05,-243.8,30.561,-1.4825,-1.6101,0.005542,5.3838e-05,2.4184,-17.272,-5.8393,2.9131,0.034077,0,0.33,0.35724,0.1192
198.04,-279.45,30.586,-1.4453,-1.5646,0.0055337,5.1362e-05,2.2199,-17.742,-1.7613,1.794,-0.81003,0,0.33,0.36099,0.12108
156.59,-224.73,30.577,-1.4517,-1.6057,0.0055388,5.5912e-05,2.309,-17.575,-6.1109,2.7383,0.36766,0,0.33,0.35724,0.12108
283.65,-356.68,30.483,-1.6031,-1.4706,0.0055517,4.3376e-05,2.8352,-15.873,11.477,3.796,-1.6275,0,0.33,0.36485,0.10746
150.78,-224.14,30.618,-1.4442,-1.0654,0.0055128,5.6947e-05,1.5889,-17.763,1.9896,1.2666,-1.5914,0,0.33,0.39121,0.10733
121.35,-183.64,30.605,-1.4706,-1.1066,0.0055168,6.2615e-05,1.6669,-17.527,-2.3428,2.2293,-0.72383,0,0.33,0.38745,0.10743
277.43,-375.84,30.588,-1.4609,-1.4999,0.005534,4.3944e-05,2.3136,-17.638,4.3287,1.9407,-2.1065,0,0.33,0.36474,0.1192
263.88,-360.38,30.602,-1.4316,-1.5016,0.005531,4.4949e-05,2.2127,-17.908,3.9457,1.6008,-2.2966,0,0.33,0.36474,0.12108
118.86,-164.69,30.668,-1.3382,-1.1067,0.0055045,6.6322e-05,1.3426,-18.869,-0.047496,2.1045,0.43534,0,0.33,0.39119,0.11878
98.774,-124.82,30.669,-1.3586,-1.1353,0.0055084,7.3066e-05,1.4234,-18.708,-5.1244,3.4231,2.4053,0,0.33,0.38743,0.11881
130.84,-175.53,30.68,-1.316,-1.1111,0.0055035,6.3545e-05,1.328,-19.043,-2.6619,3.1494,0.95022,0,0.33,0.39119,0.12066
107.18,-131.21,30.684,-1.3336,-1.1374,0.0055074,6.9114e-05,1.4084,-18.897,-7.5169,4.3612,2.831,0,0.33,0.38742,0.1207
669.28,-853.92,30.334,-1.243,-2.6888,0.0056757,3.4107e-05,7.032,-17.08,0.58675,3.0124,-4.5698,0,0.33,0.3046,0.12267
709.23,-863.44,30.323,-1.2021,-2.7715,0.0056964,3.5995e-05,7.5984,-17.255,-1.7734,4.4239,-0.80474,0,0.33,0.30085,0.12267
334.06,-443.05,30.451,-1.4265,-2.1067,0.0055872,4.1085e-05,3.9587,-16.907,-0.99303,0.51175,-1.0957,0,0.33,0.33102,0.12249
338.86,-433.21,30.447,-1.4128,-2.1649,0.0055993,4.1548e-05,4.2983,-16.855,-4.2676,1.9471,1.4513,0,0.33,0.32726,0.12256
558.76,-661.64,30.554,-0.94174,-2.579,0.005606,3.35e-05,4.5809,-20.844,-1.1106,8.0535,1.9648,0,0.33,0.30085,0.13579
524.93,-650.84,30.547,-0.98575,-2.5145,0.0055918,3.359e-05,4.1672,-20.573,2.1168,7.1707,-1.5895,0,0.33,0.3046,0.13579
573.9,-681.34,30.521,-0.97455,-2.6076,0.0056151,3.3266e-05,4.8849,-20.375,-0.9466,7.6702,1.7012,0,0.33,0.30085,0.13391
536.68,-669.67,30.515,-1.018,-2.5404,0.0056,3.3256e-05,4.4459,-20.116,2.3425,6.7238,-2.037,0,0.33,0.3046,0.13391
281.88,-347.59,30.581,-1.2137,-2.0359,0.005552,4.5273e-05,2.7593,-19.314,-3.6164,5.2542,1.7712,0,0.33,0.33098,0.13397
290.56,-342.82,30.592,-1.1991,-2.0763,0.0055622,4.5017e-05,3.0474,-19.327,-6.3884,6.3287,4.5065,0,0.33,0.32724,0.13379
264.62,-322.79,30.605,-1.1829,-2.0227,0.0055477,4.6778e-05,2.6077,-19.681,-3.4541,5.5407,2.1591,0,0.33,0.33097,0.13588
276.38,-324.55,30.619,-1.1675,-2.0602,0.0055575,4.6108e-05,2.8861,-19.71,-6.2515,6.4955,4.7458,0,0.33,0.32722,0.13568
368.84,-497.09,30.469,-1.4315,-2.0313,0.0055799,3.8504e-05,3.8057,-16.994,4.2579,0.044536,-3.9034,0,0.33,0.33477,0.12248
179.27,-253.97,30.6,-1.4166,-1.5631,0.0055305,5.3834e-05,2.1076,-18.023,-1.8427,1.6958,-0.6365,0,0.33,0.36099,0.12295
144.69,-205.04,30.593,-1.4223,-1.601,0.0055356,5.8367e-05,2.1997,-17.872,-6.0504,2.7376,0.73722,0,0.33,0.35724,0.12295
