"Lambda2","Q","U:0","U:1","U:2","epsilon","k","nut","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
285.42,-474.2,31.406,1.227,2.4725,0.0046552,0.0062747,7.6805e-05,-54.796,2.3115,11.176,1.3911,0,0.33,0.18523,-0.16689
402.31,-534.16,31.455,1.3475,2.3358,0.0037619,0.006137,7.5537e-05,-53.784,1.5198,9.0253,1.6777,0,0.33,0.17905,-0.1748
406.41,-546.89,31.437,1.3439,2.3724,0.0040601,0.0061465,7.4272e-05,-53.942,1.6913,9.4166,1.8933,0,0.33,0.17905,-0.17326
641.89,-748.78,31.33,1.4276,2.4738,0.006108,0.0061651,6.4301e-05,-53.861,-2.4758,10.546,3.0597,0,0.33,0.17295,-0.1701
724.4,-836.09,31.287,1.4757,2.4867,0.007109,0.0061688,6.15e-05,-53.577,-2.9903,10.677,3.5394,0,0.33,0.16989,-0.16994
648.12,-770.74,31.309,1.4178,2.5156,0.0066005,0.0061849,6.2946e-05,-54.05,-3.3795,10.898,3.07,0,0.33,0.17295,-0.16855
731.22,-860.97,31.265,1.4652,2.531,0.0076713,0.0061889,6.0156e-05,-53.781,-3.8833,11.003,3.5568,0,0.33,0.16989,-0.1684
408.56,-570.97,31.397,1.3323,2.4466,0.0047666,0.0062005,7.2076e-05,-54.259,0.97029,10.38,2.3017,0,0.33,0.17905,-0.17017
408.42,-585.74,31.376,1.3239,2.4839,0.0051558,0.0062262,7.0855e-05,-54.42,0.31993,10.822,2.4053,0,0.33,0.17905,-0.16862
405.48,-629.67,31.309,1.2854,2.5954,0.0064494,0.0062625,6.6755e-05,-54.907,-0.73584,12.502,2.4062,0,0.33,0.17905,-0.16399
737.34,-885.71,31.243,1.4516,2.576,0.0082687,0.0062193,5.894e-05,-53.991,-4.6164,11.431,3.5544,0,0.33,0.16989,-0.16685
649.82,-788.46,31.287,1.4051,2.5579,0.0071203,0.0062144,6.1828e-05,-54.242,-4.1299,11.376,3.0888,0,0.33,0.17295,-0.16701
408.68,-600.47,31.355,1.3129,2.5213,0.0055637,0.0062609,6.9657e-05,-54.581,-0.38974,11.395,2.4771,0,0.33,0.17905,-0.16708
2054.6,-2188.4,30.863,1.8192,2.7596,0.022496,0.0062532,3.931e-05,-49.801,0.11469,9.8921,-2.1561,0,0.33,0.14846,-0.16675
1394.8,-1610.1,30.991,1.6231,2.783,0.017421,0.0062855,4.4644e-05,-52.777,1.9188,10.709,-0.76337,0,0.33,0.15766,-0.16359
1517,-1752,30.941,1.6851,2.8177,0.020018,0.0062917,4.2795e-05,-52.144,1.1027,10.081,-2.609,0,0.33,0.15461,-0.16367
1464.3,-1661.9,30.983,1.7184,2.6939,0.01665,0.0062748,4.4449e-05,-51.503,0.44081,10.872,-1.6523,0,0.33,0.15461,-0.16677
1325.7,-1533.9,31.036,1.6563,2.6612,0.014567,0.0062727,4.6081e-05,-52.165,-0.15452,11.909,-0.2027,0,0.33,0.15766,-0.16672
1084.7,-1178.6,31.181,1.6495,2.4212,0.0094377,0.0061596,5.3365e-05,-51.791,0.28207,10.628,1.8833,0,0.33,0.16071,-0.17292
1068.1,-1147.9,31.204,1.6535,2.3699,0.0087134,0.0061482,5.4371e-05,-51.579,1.0284,10.418,1.9089,0,0.33,0.16071,-0.17446
844.14,-958.3,31.239,1.5238,2.4992,0.0083133,0.0061883,5.8021e-05,-53.217,-3.0136,10.875,3.4176,0,0.33,0.16683,-0.16986
853.82,-986.87,31.217,1.5126,2.5465,0.0089577,0.006206,5.6793e-05,-53.438,-3.7091,11.165,3.4057,0,0.33,0.16683,-0.16831
1133.5,-1290.8,31.113,1.6203,2.5789,0.011819,0.0062452,5.0336e-05,-52.506,-2.0897,11.752,1.7227,0,0.33,0.16071,-0.16828
1112.7,-1237.8,31.136,1.6325,2.5255,0.010976,0.0062184,5.1698e-05,-52.254,-1.3349,11.16,1.8269,0,0.33,0.16071,-0.16983
1221.8,-1396.4,31.046,1.5674,2.7515,0.015176,0.0063012,4.7927e-05,-53.458,-1.0903,10.808,1.3061,0,0.33,0.16072,-0.1634
864.58,-1019.2,31.194,1.4984,2.5944,0.0096492,0.0062371,5.5584e-05,-53.666,-4.2292,11.604,3.4888,0,0.33,0.16683,-0.16677
1159.1,-1356.6,31.09,1.6052,2.6346,0.012764,0.0062843,4.8847e-05,-52.78,-2.6488,12.508,1.6811,0,0.33,0.16071,-0.16672
6186.2,-7711.3,29.521,2.5977,1.8425,0.076335,0.0062748,2.2078e-05,-20.582,1.2864,8.4213,-3.7915,0,0.33,0.10583,-0.18498
5571,-6903.9,29.668,2.5535,1.8561,0.065197,0.0062691,2.3644e-05,-23.54,1.484,8.1308,-2.9758,0,0.33,0.10887,-0.185
7006.9,-8778.8,29.373,2.6155,2.0428,0.09556,0.006298,2.0265e-05,-19.473,3.62,8.9814,-3.0186,0,0.33,0.10582,-0.18189
7433.6,-9354.8,29.3,2.6262,2.1496,0.10743,0.0063018,1.935e-05,-18.965,4.6004,9.2123,-2.7097,0,0.33,0.10582,-0.18034
6230.2,-7792.3,29.533,2.5723,2.048,0.08076,0.0062898,2.1889e-05,-22.615,4.4614,8.5663,-2.5707,0,0.33,0.10887,-0.18191
6658.9,-8299.7,29.466,2.5827,2.1504,0.090296,0.0062967,2.0909e-05,-22.196,4.0257,8.5065,-2.2939,0,0.33,0.10887,-0.18036
4959.4,-6287.9,29.884,2.4306,2.2515,0.062162,0.0062321,2.4854e-05,-30.528,0.60331,7.6957,2.067,0,0.33,0.11806,-0.17887
4355.1,-5610,30.037,2.3784,2.2574,0.053185,0.0062396,2.6926e-05,-32.994,-1.7931,8.0763,4.3864,0,0.33,0.12109,-0.17889
4659,-5968,29.936,2.4263,2.1589,0.056395,0.0062285,2.5861e-05,-30.692,0.5589,8.0674,2.4145,0,0.33,0.11806,-0.18042
4092.4,-5341.2,30.085,2.3751,2.1701,0.04849,0.0062355,2.795e-05,-33.101,-1.4357,8.5542,4.8521,0,0.33,0.12109,-0.18043
4964.2,-6211.9,29.814,2.5043,1.8699,0.05599,0.0062638,2.5348e-05,-26.358,1.3366,8.3057,-0.86721,0,0.33,0.11199,-0.18502
3864.2,-5067.6,30.136,2.3682,2.0868,0.04415,0.0062409,2.9032e-05,-33.247,-2.0917,8.857,5.4395,0,0.33,0.12109,-0.18198
4401.2,-5652.8,29.989,2.4194,2.0704,0.0512,0.0062346,2.6871e-05,-30.893,-0.4103,8.3941,3.125,0,0.33,0.11806,-0.18196
5966.5,-7429.5,29.628,2.532,2.1521,0.076242,0.0062866,2.2462e-05,-25.266,3.368,8.2148,-0.87757,0,0.33,0.11198,-0.18038
5573.5,-6981.7,29.689,2.523,2.0536,0.068577,0.0062869,2.3511e-05,-25.602,3.7472,8.4746,-0.80627,0,0.33,0.11198,-0.18193
1863.2,-2124.2,31.008,2.0855,1.5164,0.01083,0.0073303,5.0163e-05,-40.608,34.915,-3.2875,7.7299,0,0.33,0.13025,-0.19904
1543.1,-2108.6,30.98,2.1365,1.5613,0.011337,0.0069607,5.4028e-05,-40.404,15.983,3.1818,8.2998,0,0.33,0.13025,-0.19749
2355.7,-3105.2,30.624,2.2735,1.6419,0.020384,0.006431,4.0908e-05,-36.707,-8.5059,9.8093,8.7952,0,0.33,0.12412,-0.1928
2180.9,-2963.3,30.675,2.2615,1.587,0.018831,0.0065623,4.3554e-05,-36.936,-6.3205,9.5491,8.9895,0,0.33,0.12413,-0.19435
1761.2,-2303.8,30.899,2.1804,1.6636,0.013068,0.0065418,4.8417e-05,-40.086,-0.9181,9.5969,9.0831,0,0.33,0.13021,-0.19439
1889.7,-2412.4,30.855,2.1905,1.7152,0.014159,0.0064164,4.5802e-05,-39.958,-3.7719,10.556,9.0155,0,0.33,0.13019,-0.19284
1438.9,-1541.6,31.172,1.9955,1.8326,0.0079394,0.0062008,5.1214e-05,-45.096,-0.64749,10.998,1.9408,0,0.33,0.14234,-0.19136
1296,-1366,31.236,1.9402,1.8431,0.0069507,0.0062111,5.3519e-05,-46.14,-0.29142,11.108,0.28352,0,0.33,0.1454,-0.1914
1949.8,-2292.3,30.896,2.1129,1.9733,0.01377,0.0061725,4.3312e-05,-42.601,-2.5586,9.8602,5.1578,0,0.33,0.13624,-0.18669
1844.8,-2178,30.934,2.1107,1.9161,0.012656,0.0061858,4.4676e-05,-42.614,-1.991,10.278,5.2789,0,0.33,0.13624,-0.18823
2144.5,-2624.3,30.793,2.1638,1.962,0.016496,0.0062036,4.1297e-05,-41.135,-3.3712,9.7414,6.8574,0,0.33,0.13321,-0.18667
2032.3,-2499.2,30.833,2.1606,1.9031,0.015112,0.0062182,4.2592e-05,-41.181,-2.9049,10.113,6.9608,0,0.33,0.13321,-0.18822
1875.1,-2264.4,30.917,2.1508,1.7911,0.012784,0.0063156,4.5336e-05,-41.326,-3.1125,11.006,7.5091,0,0.33,0.13321,-0.19131
1690.8,-1978.1,31.012,2.1011,1.8079,0.010753,0.0062739,4.7462e-05,-42.691,-1.6507,11.157,5.6613,0,0.33,0.13624,-0.19132
2476.8,-3251.5,30.573,2.2812,1.7,0.022083,0.0063587,3.9194e-05,-36.481,-8.7507,9.733,8.5417,0,0.33,0.12412,-0.19126
2252.1,-2847.5,30.721,2.208,1.8838,0.018196,0.0062423,4.0459e-05,-39.609,-5.4055,9.8139,8.2413,0,0.33,0.13018,-0.1882
2369.2,-2994.9,30.678,2.211,1.9448,0.019896,0.0062274,3.922e-05,-39.523,-5.2677,9.5116,8.0504,0,0.33,0.13018,-0.18666
2026.3,-2550.1,30.809,2.1972,1.769,0.015359,0.0063469,4.3688e-05,-39.829,-4.7693,10.694,8.8977,0,0.33,0.13018,-0.19129
3337.8,-4213.4,30.391,2.2259,2.4435,0.038202,0.0062347,3.1424e-05,-39.505,-1.9353,9.2642,7.1757,0,0.33,0.13018,-0.17585
3812.4,-4967.6,30.186,2.3275,2.268,0.045192,0.0062496,2.9198e-05,-35.286,-2.5592,8.7771,6.2894,0,0.33,0.12412,-0.1789
3619.8,-4748.3,30.232,2.3245,2.1857,0.041251,0.0062446,3.0169e-05,-35.346,-2.8429,9.0386,6.6796,0,0.33,0.12412,-0.18045
2870.4,-3676.7,30.51,2.2246,2.2147,0.028982,0.0062489,3.4725e-05,-39.344,-1.5282,9.7746,8.003,0,0.33,0.13018,-0.18048
3015.3,-3848.1,30.469,2.2271,2.2883,0.0318,0.0062487,3.3637e-05,-39.361,-1.3074,9.7863,7.9064,0,0.33,0.13018,-0.17894
1640.6,-1731,31.05,1.9514,2.1563,0.010985,0.0061099,4.6474e-05,-46.535,0.9289,9.4253,0.0094147,0,0.33,0.1454,-0.18213
1829.3,-1979.9,30.974,2.0054,2.1597,0.012855,0.0061089,4.4384e-05,-45.381,0.13236,9.4849,1.7229,0,0.33,0.14233,-0.18209
2257.2,-2764.1,30.753,2.1653,2.0232,0.018064,0.0061991,4.0031e-05,-41.101,-3.1065,9.6363,6.9068,0,0.33,0.13321,-0.18513
2037.2,-2402.6,30.859,2.1138,2.0325,0.015043,0.006169,4.22e-05,-42.601,-2.1099,9.7078,5.228,0,0.33,0.13624,-0.18514
2233.2,-2659.9,30.787,2.1169,2.1569,0.018145,0.00619,3.9986e-05,-42.648,0.17321,9.8945,5.6202,0,0.33,0.13624,-0.18205
2472.2,-3069.1,30.675,2.17,2.1529,0.021842,0.0062238,3.784e-05,-41.08,-0.38106,9.9389,7.1998,0,0.33,0.13321,-0.18204
3418.6,-4495.7,30.279,2.3193,2.1069,0.037599,0.0062476,3.1323e-05,-35.442,-3.6038,9.1832,7.0898,0,0.33,0.12412,-0.18199
2486.5,-3160.8,30.635,2.2139,2.0083,0.021811,0.0062232,3.7979e-05,-39.449,-4.2246,9.5435,8.0937,0,0.33,0.13018,-0.18511
2744.4,-3505.7,30.551,2.2211,2.1434,0.02635,0.0062528,3.5792e-05,-39.356,-2.1902,9.757,8.2198,0,0.33,0.13018,-0.18202
199.07,-321.37,31.628,1.1489,2.1118,0.0020472,0.0061586,8.9935e-05,-53.717,1.5785,11.644,-0.92297,0,0.33,0.19442,-0.18231
223.75,-353.93,31.62,1.1905,2.123,0.0021306,0.0061838,8.7017e-05,-53.652,1.4324,11.577,-1.0541,0,0.33,0.19137,-0.18231
360.34,-471.67,31.624,1.3368,2.0853,0.0022792,0.0061401,7.6892e-05,-53.035,-1.1876,13.012,1.0025,0,0.33,0.18215,-0.18549
311.54,-429.53,31.642,1.2863,2.0796,0.0021395,0.0061573,7.9786e-05,-53.186,-0.34002,12.952,0.22144,0,0.33,0.18522,-0.18542
303.97,-430.12,31.596,1.2771,2.1444,0.0023641,0.0061777,8.109e-05,-53.441,0.11002,11.594,0.38706,0,0.33,0.18522,-0.18234
357.01,-473.84,31.577,1.3264,2.1526,0.0025267,0.0061611,7.822e-05,-53.294,-0.61643,11.484,1.0638,0,0.33,0.18215,-0.1824
399.79,-528.63,31.474,1.3513,2.2994,0.0035021,0.0061393,7.6096e-05,-53.63,0.46109,9.051,1.4612,0,0.33,0.17905,-0.17634
645.96,-709.64,31.413,1.5059,2.2307,0.0044198,0.0061083,6.7646e-05,-52.48,-5.1349,9.7461,2.789,0,0.33,0.16988,-0.17921
579.81,-643.37,31.453,1.4575,2.2319,0.0038349,0.0061114,7.0276e-05,-52.817,-4.376,9.685,2.1915,0,0.33,0.17295,-0.17936
631.73,-686.94,31.435,1.5113,2.1904,0.0041238,0.0061049,6.8447e-05,-52.324,-5.827,10.071,2.7663,0,0.33,0.16988,-0.18075
570.54,-629.38,31.474,1.4629,2.1935,0.0035909,0.0061107,7.057e-05,-52.667,-5.1954,10.226,2.1275,0,0.33,0.17295,-0.1809
380.7,-500.49,31.533,1.3671,2.1923,0.0028931,0.0061543,7.7256e-05,-53.195,-1.8677,10.584,1.3518,0,0.33,0.17905,-0.18097
385.8,-507.73,31.512,1.3616,2.2275,0.0030732,0.0061543,7.7258e-05,-53.335,-1.3514,9.9105,1.4076,0,0.33,0.17905,-0.17943
376.11,-488.26,31.602,1.3839,2.0878,0.0024549,0.0061386,7.6087e-05,-52.793,-2.5576,12.879,1.3586,0,0.33,0.17905,-0.18561
557.13,-613.72,31.496,1.4686,2.1559,0.0033751,0.0061152,7.0702e-05,-52.526,-5.878,11.116,2.2592,0,0.33,0.17294,-0.18245
618.36,-667.34,31.457,1.5165,2.1511,0.0038655,0.0061093,6.8814e-05,-52.18,-6.6464,10.801,2.8612,0,0.33,0.16988,-0.1823
379.06,-498.64,31.554,1.3728,2.1573,0.0027307,0.0061576,7.6602e-05,-53.059,-2.4076,11.509,1.3283,0,0.33,0.17905,-0.18252
645.79,-633.81,31.56,1.6386,1.7356,0.0034694,0.0068501,7.9603e-05,-49.66,14.929,-3.7777,1.9659,0,0.33,0.16074,-0.19761
643.23,-667.9,31.558,1.5982,1.7026,0.0033886,0.0072218,7.0033e-05,-49.593,24.918,-10.456,1.5142,0,0.33,0.16074,-0.19916
578.3,-612.03,31.61,1.5838,1.8418,0.0029741,0.00642,8.1163e-05,-50.787,-0.031345,4.9351,2.5121,0,0.33,0.16683,-0.19456
585.84,-609.51,31.592,1.5887,1.8778,0.0030776,0.0062954,7.7751e-05,-50.895,-4.217,8.533,2.9096,0,0.33,0.16683,-0.19301
715.63,-712,31.51,1.6823,1.8423,0.0038744,0.0063094,7.3124e-05,-49.913,-3.2318,10.249,3.0059,0,0.33,0.16073,-0.19298
668.09,-676.77,31.534,1.6766,1.8059,0.0037129,0.0064341,7.8793e-05,-49.819,0.56004,7.1704,2.8262,0,0.33,0.16074,-0.19452
1112.2,-1167.4,31.293,1.8779,1.8534,0.0061559,0.0062357,5.7173e-05,-47.115,0.085096,11.352,-0.33882,0,0.33,0.14847,-0.19145
969.84,-1007.2,31.329,1.7844,1.9493,0.0056365,0.0061536,5.9148e-05,-48.889,0.67428,11.916,0.53412,0,0.33,0.15462,-0.18839
997.87,-1043.8,31.301,1.7849,1.9945,0.0060069,0.0061335,5.7939e-05,-48.993,0.57031,11.338,0.247,0,0.33,0.15462,-0.18684
909.24,-917.49,31.378,1.73,1.9493,0.0050696,0.0061437,6.1716e-05,-49.579,-1.4537,12.278,2.0557,0,0.33,0.15767,-0.18835
939.13,-957.4,31.35,1.7292,1.9922,0.0053921,0.0061273,6.0198e-05,-49.69,-1.7619,11.832,1.7853,0,0.33,0.15767,-0.1868
900.45,-925.89,31.389,1.7806,1.8628,0.0049994,0.0062566,6.2858e-05,-48.716,0.72707,12.383,1.1664,0,0.33,0.15462,-0.19147
830.65,-833.37,31.437,1.7295,1.8676,0.0045187,0.0062467,6.5893e-05,-49.392,-1.839,12.421,2.5586,0,0.33,0.15767,-0.19143
602.62,-620.25,31.569,1.5884,1.9141,0.0032009,0.0062262,7.4187e-05,-51.003,-6.2731,10.798,3.2143,0,0.33,0.16683,-0.19147
855.36,-857.45,31.399,1.6791,1.999,0.0048158,0.0061298,6.3097e-05,-50.331,-5.0463,12.035,2.6496,0,0.33,0.16075,-0.18682
828.32,-822.07,31.427,1.681,1.958,0.0045364,0.0061467,6.4596e-05,-50.215,-4.857,12.409,2.8879,0,0.33,0.16075,-0.18836
758.61,-748.33,31.484,1.6831,1.88,0.0040646,0.0062428,6.8946e-05,-50.01,-4.983,12.012,3.1388,0,0.33,0.16074,-0.19144
1042.4,-1112,31.227,1.6556,2.3193,0.0080227,0.0061473,5.5501e-05,-51.38,0.66234,10.33,1.9673,0,0.33,0.16071,-0.17601
726.59,-773.5,31.391,1.5586,2.185,0.0047871,0.0061152,6.5494e-05,-51.919,-5.5847,10.054,2.8745,0,0.33,0.16683,-0.18067
747.56,-803.8,31.369,1.5536,2.2274,0.0051477,0.0061219,6.4482e-05,-52.075,-4.7026,9.8463,2.8884,0,0.33,0.16683,-0.17912
979.44,-1031.5,31.274,1.6609,2.2216,0.0067982,0.0061547,5.8044e-05,-51.025,-1.6472,10.182,2.1031,0,0.33,0.16071,-0.1791
949.3,-989.89,31.297,1.6641,2.1745,0.0062935,0.0061514,5.936e-05,-50.868,-2.5597,10.153,2.1527,0,0.33,0.16071,-0.18064
1403.4,-1494.1,31.115,1.8821,2.1518,0.0095004,0.0061228,4.9217e-05,-47.613,0.75015,9.4663,-1.3472,0,0.33,0.14847,-0.18219
1030.4,-1085.6,31.273,1.7839,2.041,0.0064174,0.0061283,5.6674e-05,-49.105,0.23001,10.837,0.01916,0,0.33,0.15461,-0.1853
967.48,-996.06,31.322,1.7264,2.0365,0.0057497,0.0061224,5.89e-05,-49.809,-2.1067,11.333,1.5407,0,0.33,0.15767,-0.18526
1027,-1071.9,31.271,1.719,2.1289,0.0065954,0.0061435,5.7184e-05,-50.065,-0.25851,10.27,1.2551,0,0.33,0.15767,-0.18217
1102.2,-1171.3,31.22,1.7787,2.1382,0.0074021,0.0061467,5.4685e-05,-49.353,1.7098,10.029,-0.19616,0,0.33,0.15461,-0.18221
707.41,-747.87,31.414,1.5637,2.1437,0.0044736,0.0061187,6.6062e-05,-51.772,-6.6291,10.656,2.9799,0,0.33,0.16683,-0.18221
873.82,-884.35,31.372,1.6757,2.0412,0.0051262,0.0061265,6.2092e-05,-50.456,-5.1421,11.57,2.5176,0,0.33,0.16075,-0.18527
917.23,-948,31.321,1.6674,2.1287,0.0058559,0.0061538,6.0581e-05,-50.722,-3.656,10.453,2.2929,0,0.33,0.16072,-0.18219
194.75,-210.72,31.456,0.81477,2.6415,0.0050574,0.0063811,0.00010853,-54.738,1.8097,9.3119,12.174,0,0.33,0.22798,-0.15152
198.15,-204.87,31.437,0.8189,2.6621,0.0056659,0.0064045,0.00011296,-54.78,2.046,7.916,12.294,0,0.33,0.22798,-0.14998
170.53,-195.13,31.425,0.85628,2.5925,0.0042608,0.0063341,0.00010667,-54.791,-3.8651,12.048,8.3938,0,0.33,0.22189,-0.15459
168.87,-200.99,31.45,0.85705,2.5723,0.0038445,0.0063212,0.0001041,-54.748,-3.7003,12.661,8.2184,0,0.33,0.22189,-0.15614
173.7,-216.08,31.522,0.80713,2.5772,0.0036439,0.0063178,0.00010169,-54.582,2.2236,11.644,11.525,0,0.33,0.22798,-0.15616
180.66,-214.28,31.499,0.80953,2.5989,0.004054,0.0063378,0.00010326,-54.639,1.7499,11.21,11.765,0,0.33,0.22798,-0.15461
175.6,-249.01,31.674,0.73027,2.4777,0.0023182,0.006266,0.00010131,-54.086,2.1078,10.143,7.6327,0,0.33,0.23405,-0.16235
168.04,-233.77,31.646,0.76394,2.4779,0.0023854,0.0062558,0.00010028,-54.216,4.0828,10.543,9.9156,0,0.33,0.23101,-0.16235
176.24,-246.99,31.655,0.73565,2.5031,0.0025387,0.0062793,0.00010108,-54.161,1.5965,10.597,7.7739,0,0.33,0.23405,-0.16081
169.65,-233.32,31.626,0.76833,2.5027,0.0026165,0.0062748,9.9964e-05,-54.287,3.3887,11.042,10.066,0,0.33,0.23102,-0.1608
182.06,-246.54,31.614,0.74488,2.5529,0.0030835,0.0063169,0.00010083,-54.302,0.43106,10.984,8.078,0,0.33,0.23405,-0.15772
173.52,-228.73,31.583,0.77579,2.5509,0.003181,0.0063032,0.00010069,-54.42,2.6933,11.322,10.44,0,0.33,0.23102,-0.15771
164.54,-205.38,31.475,0.85776,2.5516,0.0034826,0.0063163,0.00010288,-54.707,-3.3937,12.866,8.0616,0,0.33,0.22188,-0.15768
167.59,-227.67,31.59,0.79957,2.508,0.0027072,0.006281,9.9393e-05,-54.4,3.4648,11.453,10.874,0,0.33,0.22798,-0.16079
165.86,-228.25,31.611,0.79598,2.4838,0.0024694,0.0062641,9.9807e-05,-54.333,4.2191,10.938,10.715,0,0.33,0.22798,-0.16234
170.11,-220.95,31.545,0.80464,2.5547,0.0032891,0.0063108,0.00010021,-54.524,2.5196,11.862,11.298,0,0.33,0.22798,-0.1577
137.64,-291.93,31.452,1.0889,2.381,0.0036785,0.0062289,9.3155e-05,-54.86,2.0405,10.705,-0.20761,0,0.33,0.19746,-0.16688
165.05,-233.64,31.453,0.98908,2.4141,0.0033579,0.0062426,9.8968e-05,-54.908,-3.412,12.234,5.9746,0,0.33,0.20665,-0.16349
157.15,-258.36,31.431,1.0177,2.4145,0.0036882,0.0062492,9.4773e-05,-54.969,-1.864,12.62,4.545,0,0.33,0.2036,-0.16353
166.5,-258.74,31.476,1.0256,2.3653,0.0032004,0.006239,9.8752e-05,-54.814,-0.32482,10.769,4.5466,0,0.33,0.2036,-0.16662
172.76,-241.23,31.498,0.99447,2.3666,0.0028981,0.0062307,0.00010157,-54.757,-2.4562,10.661,5.9729,0,0.33,0.20665,-0.16658
186.57,-230.09,31.597,0.96251,2.2787,0.0019009,0.0061412,0.00010737,-54.343,-3.4421,8.7399,6.1454,0,0.33,0.20968,-0.17277
188.09,-229.89,31.614,0.96137,2.2544,0.0017668,0.0061266,0.00010691,-54.245,-3.7829,8.9019,6.1285,0,0.33,0.20967,-0.17433
157.36,-220.59,31.588,0.90644,2.3726,0.0020506,0.0061828,0.00010759,-54.431,-2.8882,9.6104,5.0726,0,0.33,0.21569,-0.16843
156.84,-224.37,31.607,0.8765,2.3832,0.0019476,0.0061837,0.00010712,-54.349,-1.2711,9.6235,5.5339,0,0.33,0.21873,-0.16849
157.86,-218.2,31.606,0.90415,2.3491,0.0018863,0.0061664,0.00010882,-54.35,-2.8485,9.1909,5.0857,0,0.33,0.21568,-0.16998
157.51,-222.85,31.626,0.87349,2.3593,0.0017899,0.0061595,0.00010796,-54.266,-1.2148,9.2917,5.4328,0,0.33,0.21873,-0.17003
179.79,-232.43,31.543,0.96596,2.3506,0.0024171,0.0062027,0.00010503,-54.602,-3.0731,9.7346,6.3725,0,0.33,0.20968,-0.16813
182.86,-231.56,31.562,0.96493,2.3266,0.002229,0.0061869,0.00010637,-54.516,-2.9018,9.2133,6.3407,0,0.33,0.20968,-0.16967
169.33,-218.3,31.479,0.96365,2.4209,0.0030571,0.0062492,0.0001023,-54.837,-4.4779,11.911,6.3732,0,0.33,0.20968,-0.16349
155.43,-223.55,31.588,0.87925,2.4071,0.0021222,0.0062099,0.00010628,-54.426,-1.5387,10.151,5.6543,0,0.33,0.21873,-0.16694
156.51,-221.2,31.569,0.90834,2.3963,0.0022321,0.00621,0.00010609,-54.51,-3.2243,10.317,5.1025,0,0.33,0.21569,-0.16688
175.84,-229.3,31.523,0.96612,2.3745,0.0026208,0.0062333,0.00010405,-54.686,-3.4863,10.478,6.4251,0,0.33,0.20968,-0.16658
192.06,-291.23,31.754,0.63903,2.4203,0.0017145,0.0062301,0.00010048,-53.536,-1.6223,7.9509,2.2177,0,0.33,0.24012,-0.167
207.49,-314.22,31.756,0.59784,2.4379,0.0016513,0.0062011,9.7165e-05,-53.372,-1.9971,7.7557,-0.34381,0,0.33,0.24316,-0.16701
166.52,-233.04,31.665,0.75872,2.4528,0.0021831,0.0062483,0.00010111,-54.141,4.4924,10.016,9.7531,0,0.33,0.23101,-0.16389
172.47,-247.72,31.693,0.72457,2.4519,0.0021229,0.0062536,0.00010215,-54.008,2.3938,9.6442,7.4973,0,0.33,0.23405,-0.1639
162.36,-228.18,31.701,0.74878,2.4021,0.0018309,0.0062221,0.00010321,-53.983,4.6433,9.063,9.4079,0,0.33,0.23101,-0.16698
167.46,-243.57,31.727,0.71378,2.4001,0.0017845,0.0062305,0.00010431,-53.843,2.5373,8.6414,7.1559,0,0.33,0.23405,-0.16699
157.33,-220.48,31.749,0.76316,2.2846,0.0012691,0.0061625,0.0001045,-53.663,4.2997,9.1086,9.0233,0,0.33,0.22797,-0.17469
157.73,-219.81,31.733,0.76597,2.3098,0.0013641,0.0061721,0.0001048,-53.756,4.5983,8.8194,9.2484,0,0.33,0.22797,-0.17315
160.03,-224.12,31.646,0.84055,2.3665,0.0017226,0.0061755,0.00010692,-54.169,0.85327,9.2889,6.871,0,0.33,0.22188,-0.17004
160.45,-225.39,31.628,0.84405,2.3907,0.0018746,0.0061966,0.00010639,-54.253,0.96823,9.4919,7.0114,0,0.33,0.22188,-0.1685
157.09,-216.96,31.702,0.77324,2.3598,0.0015967,0.0061927,0.0001046,-53.938,5.2267,8.7576,9.7871,0,0.33,0.22798,-0.17006
157.77,-218.01,31.686,0.77774,2.3847,0.001737,0.0062062,0.00010387,-54.027,5.3522,8.9928,10.036,0,0.33,0.22798,-0.16852
165.52,-228.16,31.632,0.79162,2.4592,0.0022595,0.0062567,0.00010057,-54.263,4.6736,10.405,10.547,0,0.33,0.22798,-0.16388
159.48,-224.45,31.61,0.84768,2.4149,0.0020434,0.0062214,0.00010599,-54.331,0.96555,9.8636,7.1882,0,0.33,0.22188,-0.16696
160.37,-220.96,31.669,0.78248,2.4096,0.0018944,0.0062284,0.00010294,-54.111,5.2475,9.3883,10.234,0,0.33,0.22798,-0.16697
188.93,-296.48,31.636,1.1093,2.1027,0.0019544,0.0061223,9.2163e-05,-53.761,0.52824,11.918,0.26321,0,0.33,0.19745,-0.18233
193.3,-243.49,31.708,1.0399,2.0531,0.0015219,0.0061071,9.6969e-05,-53.548,-4.0366,13.01,4.7258,0,0.33,0.20354,-0.18539
206.96,-233.86,31.73,1.004,2.0675,0.0013566,0.0061089,9.7138e-05,-53.561,-5.8913,13.097,6.3768,0,0.33,0.20662,-0.18519
204.34,-236.18,31.685,1.0003,2.1169,0.0014843,0.0061239,9.9427e-05,-53.775,-5.0678,11.983,6.5636,0,0.33,0.20663,-0.18208
189.83,-251.63,31.663,1.0355,2.1041,0.0016641,0.0061245,9.7344e-05,-53.773,-3.6245,12.205,4.7185,0,0.33,0.20354,-0.1823
188.81,-229.73,31.632,0.96049,2.2298,0.0016538,0.0061263,0.00010536,-54.14,-4.4267,9.4706,6.2533,0,0.33,0.20967,-0.17589
