"Lambda2","Q","U:0","U:1","U:2","epsilon","k","nut","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
1.4371e+05,-2.1753e+05,5.0427,-7.8476,2.9052,2.5711,0.0061104,1.4248e-06,19.912,485.42,784.68,-30.927,0,0.495,0.011933,-0.018562
1.7055e+05,-1.2319e+05,3.7474,-7.1095,3.6453,2.9255,0.0061938,1.2624e-06,15.34,770.81,914.7,-127.53,0,0.495,0.011929,-0.017016
1.1762e+05,-1.4062e+05,5.1579,-9.4826,2.5396,2.606,0.0060871,1.2945e-06,2.5291,585.27,993.06,-59.014,0,0.495,0.014963,-0.018562
88443,-71590,5.2542,-10.898,2.1178,2.7009,0.0061285,1.195e-06,-14.961,682.25,1194.1,-59.249,0,0.495,0.017992,-0.018562
98835,8516.6,2.2913,-5.8425,4.2776,3.3898,0.0062352,1.1463e-06,10.715,1042.6,917.98,-264.04,0,0.495,0.011924,-0.015469
83152,2.5345e+05,0.26824,-9.0171,2.6974,4.791,0.0064391,7.9368e-07,-43.777,1598.3,1682,-270.16,0,0.495,0.021013,-0.015469
55471,3.5697e+05,-2.1354,-6.7065,3.0192,6.1075,0.0065622,7.5423e-07,-49.268,1931.9,1306.7,-355.36,0,0.495,0.021009,-0.013922
52054,2.8996e+05,-1.1621,-5.9538,3.6332,5.2878,0.0065304,8.4338e-07,-31.17,1733.1,1153.6,-390.6,0,0.495,0.01798,-0.013922
1.1717e+05,1.345e+05,3.0347,-11.056,2.1781,3.621,0.0063258,9.0541e-07,-38.357,1234.3,1701.8,-124.03,0,0.495,0.021017,-0.017016
59978,1366.1,5.3966,-12.258,1.6191,2.7915,0.0061925,1.1208e-06,-32.454,761.27,1390.7,-48.024,0,0.495,0.021021,-0.018562
47612,2.1876e+05,-0.1199,-5.2074,4.2214,4.5145,0.0064397,9.4914e-07,-12.808,1514.7,983.32,-400.68,0,0.495,0.01495,-0.013922
48033,1.2833e+05,0.90516,-4.3193,4.747,3.8649,0.0063106,1.0925e-06,5.6025,1260.7,795.13,-368.02,0,0.495,0.01192,-0.013922
2.604e+05,-3.7666e+05,6.2331,-6.5102,1.3884,2.3322,0.006427,1.8577e-06,41.348,22.713,368.31,197.19,0,0.495,0.0089105,-0.021656
2.2047e+05,-4.2339e+05,5.3808,-4.4766,1.4985,2.922,0.013153,3.5161e-06,53.948,-8.8624,270.96,78.848,0,0.495,0.0058794,-0.021656
97883,-3.5367e+05,5.6241,-6.4763,2.2963,2.4512,0.006451,1.7609e-06,38.839,176.51,496.28,132.85,0,0.495,0.0089063,-0.020109
24156,-4.0137e+05,4.9545,-4.4447,2.4594,2.9989,0.012037,3.281e-06,51.985,103.81,357.77,84.16,0,0.495,0.0058752,-0.020109
98544,-2.867e+05,6.1035,-8.2749,2.0899,2.3319,0.0060041,1.5638e-06,23.443,231.59,640.18,71.503,0,0.495,0.011937,-0.020109
96696,-2.9296e+05,4.8271,-6.1431,3.1755,2.6238,0.0064797,1.6522e-06,35.816,377.89,599.64,36.071,0,0.495,0.0089021,-0.018562
2.2325e+05,-3.1357e+05,6.9013,-8.3135,1.2506,2.1818,0.0059476,1.7098e-06,26.565,45.593,468.69,138.22,0,0.495,0.011941,-0.021656
-5950.9,-3.5578e+05,4.397,-4.2006,3.3958,3.1092,0.013202,3.2167e-06,49.424,238.01,421.06,-62.526,0,0.495,0.0058709,-0.018562
-1.0744e+06,-8.4497e+05,4.5212,-2.5531,1.4892,12.525,0.098835,7.599e-06,63.9,-270.75,185.09,-4308.6,0,0.495,0.0028477,-0.021656
-5.7894e+05,-8.5877e+05,4.6403,-2.4899,0.40262,9.85,0.083364,6.7922e-06,64.667,-130.15,107.94,-4262.3,0,0.495,0.0028518,-0.023203
4.0745e+05,-4.2103e+05,5.6259,-4.4037,0.46887,2.8253,0.012257,3.5853e-06,55.01,-81.547,164.19,187.8,0,0.495,0.0058835,-0.023203
-5.1779e+05,-8.0942e+05,4.6056,-2.4005,-0.6058,9.8654,0.084705,7.0203e-06,65.017,23.962,23.731,-4243.6,0,0.495,0.002856,-0.02475
-1.2936e+06,-1.1717e+06,4.292,-1.6505,-0.65075,16.094,0.14925,8.8392e-06,68.788,151.97,9.2917,-8406.7,0,0.495,0,-0.02475
-1.5529e+06,-1.2475e+06,4.3595,-1.7064,0.36925,16.047,0.14863,8.6824e-06,68.548,-180.51,81.686,-8549.2,0,0.495,0,-0.023203
3.3036e+05,-3.9143e+05,5.6796,-4.2702,-0.47506,2.7165,0.01318,3.7995e-06,55.583,-118.25,62.489,152.26,0,0.495,0.0058877,-0.02475
-2.3773e+06,-1.2145e+06,4.3006,-1.7868,1.4708,21.064,0.17701,1.033e-05,67.767,-507.34,145.96,-8479.7,0,0.495,0,-0.021656
4.2991e+05,-3.7609e+05,6.6069,-6.4131,0.44087,2.2288,0.0064601,1.9855e-06,42.857,-83.298,230.13,251.73,0,0.495,0.0089146,-0.023203
3.6284e+05,-3.1922e+05,7.4088,-8.2074,0.37892,2.0616,0.005985,1.8913e-06,28.603,-80.081,297.37,193.65,0,0.495,0.011945,-0.023203
3.487e+05,-2.9974e+05,7.6593,-7.9597,-0.41591,1.9702,0.0060085,2.0257e-06,30.193,-144.78,163.57,231.04,0,0.495,0.011949,-0.02475
3.8397e+05,-3.4901e+05,6.7627,-6.2172,-0.42809,2.1359,0.0064605,2.0935e-06,43.861,-136.82,110.73,288.65,0,0.495,0.0089187,-0.02475
-1.1659e+06,-8.4923e+05,4.2656,-2.5265,2.4866,13.765,0.10473,7.6394e-06,62.357,-377.69,233.66,-4391.5,0,0.495,0.0028434,-0.020109
-2.3831e+06,-1.2566e+06,4.1235,-1.7496,2.4673,23.591,0.19128,1.0768e-05,66.476,-810.7,174.67,-8717.6,0,0.495,0,-0.020109
-1.156e+06,-7.8722e+05,3.9404,-2.3855,3.4808,13.096,0.10207,7.3544e-06,60.194,-468.32,264.05,-4496.8,0,0.495,0.0028392,-0.018562
-2.2866e+06,-1.1696e+06,3.9045,-1.6672,3.4825,22.149,0.18436,1.0335e-05,64.398,-1080.3,189.59,-8732.2,0,0.495,0,-0.018562
58482,-1.6249e+05,6.8475,-11.465,1.4227,2.2974,0.006057,1.4365e-06,-10.389,338.02,934.75,37.683,0,0.495,0.017996,-0.020109
1.4784e+05,-2.036e+05,8.0088,-11.541,0.72329,2.0683,0.0060371,1.7191e-06,-6.0098,102.08,668.94,90.984,0,0.495,0.018,-0.021656
73181,-2.2021e+05,6.4914,-9.9726,1.7855,2.2973,0.005984,1.4866e-06,6.6399,285.72,795.33,46.034,0,0.495,0.014967,-0.020109
1.8417e+05,-2.5541e+05,7.4868,-10.035,1.0123,2.1073,0.0059262,1.6979e-06,10.374,69.726,573.58,108.63,0,0.495,0.014971,-0.021656
2.5033e+05,-2.2613e+05,8.7647,-11.418,-5.72e-05,1.9201,0.0059888,1.9699e-06,-2.8448,-61.171,436.83,145.26,0,0.495,0.018004,-0.023203
1.99e+05,-1.8366e+05,9.3872,-12.829,-0.31099,1.8847,0.0060847,2.0177e-06,-18.774,-51.187,504.03,138.91,0,0.495,0.021033,-0.023203
1.0204e+05,-1.5371e+05,8.5269,-12.967,0.33979,2.0446,0.006101,1.7157e-06,-22.505,124.83,755.92,85.221,0,0.495,0.021029,-0.021656
2.2335e+05,-1.8744e+05,9.9106,-12.478,-0.91863,1.7955,0.0060026,2.2e-06,-15.465,-154.85,314.64,174.17,0,0.495,0.021037,-0.02475
2.6064e+05,-2.2165e+05,9.1998,-11.092,-0.66648,1.8314,0.0059152,2.1189e-06,-0.032501,-153.05,266.99,183.23,0,0.495,0.018008,-0.02475
26435,-1.036e+05,7.2189,-12.864,0.97819,2.3081,0.0060982,1.3839e-06,-27.383,380.22,1062.3,40.252,0,0.495,0.021025,-0.020109
3.0467e+05,-2.6952e+05,8.1162,-9.9076,0.21485,1.9752,0.0059228,1.9177e-06,13.006,-73.876,366.83,165,0,0.495,0.014975,-0.023203
3.038e+05,-2.5765e+05,8.4601,-9.6221,-0.51723,1.8841,0.005904,2.0593e-06,15.183,-152.91,215.58,202.4,0,0.495,0.014979,-0.02475
1.0219e+05,-2.8158e+05,3.7235,-3.7843,4.2614,3.2134,0.01203,2.9656e-06,45.79,397.92,468.17,-91.207,0,0.495,0.0058667,-0.017016
1.3227e+05,-1.7503e+05,2.9974,-3.1142,5.0162,3.3411,0.013154,2.9932e-06,41.57,527.62,454.9,-260.36,0,0.495,0.0058624,-0.015469
1.398e+05,-2.0711e+05,3.8507,-5.5612,3.9813,2.8604,0.006538,1.5374e-06,31.744,598.02,685.62,-58.143,0,0.495,0.0088979,-0.017016
1.3247e+05,-82240,2.7777,-4.5988,4.6802,3.1314,0.0065741,1.4663e-06,27.344,805.75,680.44,-186.49,0,0.495,0.0088936,-0.015469
81470,-59095,2.2991,-2.316,5.6047,3.3968,0.011558,2.8267e-06,36.696,654.85,415.84,-296.77,0,0.495,0.0058581,-0.013922
-5.513e+05,-4.5988e+05,2.6743,-1.2935,5.8778,23.392,0.14973,8.8361e-06,47.714,-675.04,258.94,-4891.6,0,0.495,0.0028262,-0.013922
-7.8193e+05,-5.949e+05,3.1007,-1.7535,5.228,23.267,0.15047,9.2412e-06,52.727,-618.64,276.08,-4758.1,0,0.495,0.0028306,-0.015469
-1.1714e+06,-8.1847e+05,3.0472,-0.92149,5.9465,42.438,0.2818,1.3793e-05,52.178,-1821,162.12,-9392.5,0,0.495,0,-0.013922
-1.6609e+06,-9.6618e+05,3.3269,-1.2328,5.2696,41.883,0.27949,1.4348e-05,57.153,-1593.1,183.33,-9086.6,0,0.495,0,-0.015469
63909,39364,1.7518,-3.4395,5.2076,3.3901,0.0065541,1.4131e-06,22.415,974.77,606.86,-288.88,0,0.495,0.0088893,-0.013922
-9.6845e+05,-7.405e+05,3.5391,-2.1288,4.408,18.781,0.12847,8.3114e-06,56.881,-548.7,288.65,-4621.9,0,0.495,0.0028349,-0.017016
-2.0331e+06,-1.1589e+06,3.6346,-1.471,4.4287,33.386,0.23904,1.2616e-05,61.341,-1373.7,199.53,-9022.3,0,0.495,0,-0.017016
-1.394e+05,1.6758e+05,-8.732,1.9335,0.95348,10.237,0.007341,8.0707e-07,-106.74,1893.8,-153.7,-268.05,0,0.495,0.033112,-0.0092812
-1.356e+05,2.0957e+05,-7.9877,2.0812,1.2704,9.3127,0.0073554,8.6273e-07,-97.58,1914.1,-89.605,-328.6,0,0.495,0.030084,-0.0092812
-1.4595e+05,1.0434e+05,-8.2173,4.7866,1.0003,8.7833,0.0075376,9.3014e-07,-105.57,1851.9,-331.22,-239.47,0,0.495,0.033108,-0.0077343
-1.857e+05,1.4264e+05,-7.5473,4.8826,1.2475,8.1135,0.0075766,9.9824e-07,-96.49,1847,-276.06,-279.89,0,0.495,0.03008,-0.0077343
-1.3286e+05,82413,-8.028,7.3101,0.5008,7.8769,0.0078456,1.0751e-06,-109.6,1767.3,-441.59,-152.27,0,0.495,0.036132,-0.0061874
-1.5008e+05,1.1063e+05,-8.8234,4.6749,0.78841,9.4273,0.0075042,8.7059e-07,-112.1,1917.3,-324.57,-188.47,0,0.495,0.036136,-0.0077343
-1.2749e+05,77729,-7.493,7.4258,0.72414,7.4246,0.0078558,1.1234e-06,-103.02,1755.1,-403.44,-182.23,0,0.495,0.033104,-0.0061874
-1.034e+05,1.9972e+05,-9.2715,1.6213,0.65935,11.206,0.0073072,7.2809e-07,-113.23,2082.5,-91.746,-182.51,0,0.495,0.036139,-0.0092812
-1.426e+05,92613,-6.9074,7.4839,0.95787,6.9441,0.0079477,1.2096e-06,-93.73,1734.1,-346.43,-207.01,0,0.495,0.030076,-0.0061874
-1.3916e+05,2.9361e+05,-7.0498,2.138,1.6952,8.4501,0.0073334,8.9952e-07,-86.779,1999,-8.5051,-369.51,0,0.495,0.027055,-0.0092812
-6873.8,3.8152e+05,-6.9613,-0.73042,1.9171,9.2457,0.0070863,7.4857e-07,-86.383,2209.1,465.1,-426.29,0,0.495,0.027059,-0.010828
-44563,3.4452e+05,-8.0691,-0.63745,1.4505,10.388,0.0071297,7.105e-07,-97.458,2196.6,502.79,-383.06,0,0.495,0.030087,-0.010828
-71098,3.5741e+05,-8.9158,-0.74058,1.0126,11.512,0.0071558,6.6557e-07,-106.61,2234,563.23,-304.61,0,0.495,0.033115,-0.010828
-26759,3.8656e+05,-9.3681,-1.4086,0.50764,12.538,0.0071672,6.1335e-07,-113.2,2356.7,686.2,-202.1,0,0.495,0.036143,-0.010828
-2.5159e+05,2.0693e+05,-6.7225,4.9357,1.5986,7.4586,0.0076387,1.0759e-06,-85.647,1865,-203.66,-317.34,0,0.495,0.027051,-0.0077343
-1.7713e+05,1.2344e+05,-6.1958,7.4764,1.2579,6.4714,0.00812,1.3258e-06,-82.785,1711.4,-285.03,-237.43,0,0.495,0.027047,-0.0061874
-5272.9,31590,-7.3013,11.851,0.11569,5.6984,0.010429,2.2709e-06,-110.57,1308.8,-80.731,-75.847,0,0.495,0.039153,-0.0030937
-8539.4,30065,-7.6128,11.587,0.010828,5.8423,0.01041,2.2077e-06,-113.69,1329.7,-91.271,-67.359,0,0.495,0.042181,-0.0030937
-89540,72592,-7.5881,9.7735,0.13623,6.7477,0.0086777,1.4353e-06,-112.63,1579.5,-341.32,-97.37,0,0.495,0.039156,-0.0046405
-79396,70931,-7.8921,9.51,-0.063151,7.0748,0.0087289,1.4003e-06,-115.58,1579.1,-357.53,-79.646,0,0.495,0.042184,-0.0046405
-80577,64939,-7.2377,9.9105,0.31911,6.4417,0.0086163,1.4686e-06,-107.36,1575.3,-317.48,-111.62,0,0.495,0.036129,-0.0046406
-1.4402e+05,95360,-8.4518,7.1604,0.25408,8.3003,0.0078755,1.0438e-06,-114.75,1753.2,-477.47,-128.28,0,0.495,0.03916,-0.0061874
-1.1551e+05,98833,-8.7969,6.8933,-0.022943,8.7355,0.0078981,1.016e-06,-117.47,1728.6,-499.08,-102.45,0,0.495,0.042188,-0.0061874
92.815,27779,-6.9509,11.994,0.21902,5.5826,0.01043,2.3334e-06,-104.99,1286.2,-70.104,-79.785,0,0.495,0.036125,-0.0030937
-7081.9,24787,-7.838,11.255,-0.088483,6.0224,0.010398,2.1235e-06,-115.33,1363.7,-93.881,-67.376,0,0.495,0.045208,-0.0030937
13317,-3486.9,-7.7143,13.296,0.054297,4.4613,0.010817,3.8038e-06,-113.24,739.41,6.9925,-65.556,0,0.495,0.045205,-0.0015468
16489,-1070.1,-7.5017,13.549,0.10911,4.5435,0.010868,3.7533e-06,-111.51,724.88,13.387,-67.028,0,0.495,0.042177,-0.0015468
16161,-13906,-7.7131,13.491,-0.19396,3.9683,0.010152,4.9691e-06,-111.8,162.96,31.117,33.585,0,0.495,0.045204,0
18484,-15884,-7.9076,13.092,-0.13933,3.8953,0.010225,5.2035e-06,-111.28,149.23,29.694,28.098,0,0.495,0.048231,0
26812,-7892.6,-7.907,12.932,0.0081317,4.4194,0.010835,3.8813e-06,-112.67,758.87,1.2209,-55.624,0,0.495,0.048233,-0.0015468
8153.3,17151,-8.041,10.794,-0.18362,6.2379,0.010362,2.0383e-06,-114.63,1409,-98.125,-56.44,0,0.495,0.048236,-0.0030937
17714,-14779,-7.4955,13.774,-0.25271,4.1019,0.010206,4.7669e-06,-109.97,191.26,33.577,32.029,0,0.495,0.042176,0
-60718,58410,-8.0968,9.1559,-0.24198,7.4614,0.0087409,1.3486e-06,-116.98,1583.4,-363.26,-75.379,0,0.495,0.045212,-0.0046405
-31753,37226,-8.2883,8.6364,-0.40051,7.9296,0.0087409,1.2837e-06,-116.17,1615.6,-356.17,-61.409,0,0.495,0.048239,-0.0046405
-57912,68886,-9.1809,5.9336,-0.51997,9.8279,0.0079409,9.256e-07,-117.75,1794.9,-518.9,-60.791,0,0.495,0.048242,-0.0061874
-88436,90720,-9.0158,6.5269,-0.28182,9.2405,0.0079086,9.745e-07,-118.76,1725.2,-522.02,-89.226,0,0.495,0.045215,-0.0061874
26379,-627.99,-7.2089,13.736,0.16176,4.6564,0.011015,3.7281e-06,-108.18,713.2,23.382,-75.456,0,0.495,0.03915,-0.0015468
28078,-3896.7,-6.8845,13.814,0.2222,4.8084,0.011125,3.6615e-06,-102.46,702.37,34.725,-78.032,0,0.495,0.036122,-0.0015468
25747,-24763,-6.8727,14.106,-0.36757,4.5034,0.010539,4.4121e-06,-100.7,233.87,43.773,36.514,0,0.495,0.03612,0
20857,-18096,-7.2013,13.998,-0.30844,4.2681,0.010394,4.6339e-06,-106.56,206.5,38.155,36.514,0,0.495,0.039148,0
-64830,2.0496e+05,-9.6875,4.4451,0.2139,10.631,0.0075589,7.9438e-07,-119.87,2058.4,-140.53,-102.67,0,0.495,0.042191,-0.0077343
-2.6751e+05,4.0487e+05,-9.5353,0.87732,-0.15226,13.035,0.0073509,5.9614e-07,-121.38,2719.4,367.62,68.473,0,0.495,0.042194,-0.0092812
-1.3832e+05,1.5154e+05,-9.3007,4.6145,0.53769,10.02,0.0075221,8.3018e-07,-117.14,1976,-277.05,-137.82,0,0.495,0.039164,-0.0077343
-1.6767e+05,2.8828e+05,-9.5919,1.3439,0.30837,12.237,0.0073163,6.5022e-07,-118.48,2375.9,60.073,-64.158,0,0.495,0.039167,-0.0092812
-3.1333e+05,4.3728e+05,-8.829,-3.4911,-0.66364,14.226,0.0071459,5.1825e-07,-121.65,2761,1002.9,117.26,0,0.495,0.042198,-0.010828
-3.9586e+05,4.6478e+05,-8.1637,-4.527,-1.255,14.703,0.0071626,4.9404e-07,-123.41,2927.9,1164.7,209.28,0,0.495,0.045225,-0.010828
-2.7687e+05,4.5513e+05,-9.3853,0.37445,-0.66572,13.707,0.0073614,5.5459e-07,-122.87,2939,647.19,122.19,0,0.495,0.045222,-0.0092812
-4.2317e+05,4.7965e+05,-7.4955,-5.376,-1.7716,14.892,0.0071855,4.8168e-07,-122.56,3029.5,1382.7,237.69,0,0.495,0.048252,-0.010828
-2.7594e+05,4.2385e+05,-9.2082,-0.32907,-1.1501,14.025,0.0073585,5.4118e-07,-121.7,2953.4,905.69,134.41,0,0.495,0.048248,-0.0092812
-1.062e+05,4.0301e+05,-9.3913,-2.3117,-0.057378,13.607,0.0071571,5.5217e-07,-118.48,2557.4,854.01,-68.041,0,0.495,0.039171,-0.010828
-25895,2.304e+05,-9.932,4.0876,-0.15673,11.29,0.0075656,7.5189e-07,-121.04,2113.8,-21.887,-94.285,0,0.495,0.045218,-0.0077343
-25809,2.0323e+05,-10.095,3.3131,-0.55719,11.897,0.0075755,7.1636e-07,-119.86,2144.3,74.274,-73.349,0,0.495,0.048245,-0.0077343
-88192,65346,-6.2782,9.987,0.68745,5.8693,0.0088503,1.6467e-06,-91.056,1541.2,-253.76,-151.37,0,0.495,0.030072,-0.0046406
-4131.7,22770,-6.025,12.027,0.43797,5.448,0.010837,2.5521e-06,-88.093,1235.1,-34.208,-99.406,0,0.495,0.030068,-0.0030937
-80251,61318,-6.7802,9.9924,0.49945,6.1487,0.0086829,1.5404e-06,-100.52,1563.1,-288.33,-134.79,0,0.495,0.0331,-0.0046406
-124.13,25059,-6.5066,12.069,0.31967,5.4993,0.010615,2.4334e-06,-97.907,1266.1,-52.129,-91.891,0,0.495,0.033097,-0.0030937
33936,-14800,-6.0181,13.705,0.34421,5.2963,0.011632,3.5652e-06,-85.091,680.75,62.756,-92.28,0,0.495,0.030065,-0.0015468
41030,-23986,-5.4654,13.475,0.41457,5.6797,0.011847,3.4508e-06,-73.214,671.05,75.39,-109.22,0,0.495,0.027036,-0.0015468
-10139,22105,-5.4442,11.875,0.57689,5.4501,0.010991,2.6148e-06,-76.532,1208.7,-12.368,-119.33,0,0.495,0.02704,-0.0030937
59700,-66669,-5.4509,13.858,-0.53154,5.8139,0.011383,3.7547e-06,-71.077,283.21,69.448,61.363,0,0.495,0.027033,0
43795,-47720,-6.0039,14.057,-0.47846,5.2454,0.011057,3.993e-06,-83.07,271.43,61.255,46.521,0,0.495,0.030062,0
-1.0726e+05,76211,-5.6612,9.8847,0.92368,5.6155,0.0090588,1.7687e-06,-79.758,1512,-213.87,-177.95,0,0.495,0.027043,-0.0046406
30610,-7394.5,-6.4699,13.818,0.27486,5.0198,0.011324,3.5912e-06,-95.078,692.08,49.249,-88.612,0,0.495,0.033093,-0.0015468
32795,-33539,-6.4588,14.146,-0.41889,4.8225,0.0107,4.1678e-06,-93.203,246.74,51.739,43.583,0,0.495,0.033091,0
-3.1349e+05,3.4485e+05,8.5734,-18.021,-5.6773,6.909,0.0069556,8.0432e-07,-92.286,1050.4,2312.7,375.96,0,0.495,0.063513,-0.015469
-2.7001e+05,3.0124e+05,9.9972,-18.065,-5.944,6.7727,0.0070167,8.6113e-07,-83.36,897.43,2204.5,382.01,0,0.495,0.066542,-0.015469
-2.5279e+05,2.6758e+05,11.758,-19.2,-5.8724,4.6337,0.0068874,1.0685e-06,-91.998,673.28,1981.8,357.91,0,0.495,0.063515,-0.017016
-2.1406e+05,2.2869e+05,13.012,-19.097,-6.0853,4.6713,0.0069395,1.1392e-06,-83.733,557.25,1864,356.42,0,0.495,0.066544,-0.017016
-1.9755e+05,2.0353e+05,13.172,-19.897,-5.6625,3.3107,0.0067362,1.3176e-06,-97.58,449.28,1655.3,294.68,0,0.495,0.06048,-0.018562
-2.9493e+05,3.0688e+05,10.488,-19.151,-5.5361,4.7464,0.0067953,9.8768e-07,-99.077,794.82,2079.8,336.19,0,0.495,0.060478,-0.017016
-1.6201e+05,1.7006e+05,14.289,-19.829,-5.9495,3.2889,0.0068114,1.4265e-06,-91.264,352.87,1545.6,312.04,0,0.495,0.063516,-0.018562
-3.5783e+05,3.8379e+05,7.164,-17.792,-5.2894,7.1244,0.0068653,7.492e-07,-99.964,1205.6,2388.3,348.96,0,0.495,0.060477,-0.015469
-1.3185e+05,1.3906e+05,15.353,-19.616,-6.1034,3.3709,0.006836,1.5262e-06,-83.674,265.95,1425.7,306.82,0,0.495,0.066545,-0.018562
-2.2282e+05,2.4675e+05,11.438,-18.007,-6.1347,6.5896,0.0070276,9.1768e-07,-74.058,752.85,2086.5,395.45,0,0.495,0.069571,-0.015469
-2.5843e+05,2.9238e+05,8.2033,-16.683,-5.9368,9.0428,0.0070544,7.3373e-07,-73.143,1050.3,2249,449.18,0,0.495,0.06957,-0.013922
-3.0806e+05,3.4975e+05,6.5927,-16.553,-5.6932,9.3534,0.0070387,6.8925e-07,-83.101,1235.9,2348.1,428.93,0,0.495,0.066541,-0.013922
-2.1334e+05,2.6e+05,4.9404,-14.941,-5.6371,11.357,0.0070734,6.4005e-07,-71.637,1312.4,2121.7,478.77,0,0.495,0.069568,-0.012375
-1.7027e+05,1.9996e+05,6.7518,-15.11,-5.7977,11.026,0.0070993,6.8503e-07,-60.533,1088.7,2016,483.77,0,0.495,0.072597,-0.012375
-2.0894e+05,2.2832e+05,9.8445,-16.635,-6.0449,8.8547,0.0070632,7.7843e-07,-62.563,883.61,2120.7,450.09,0,0.495,0.072598,-0.013922
-1.7651e+05,1.8715e+05,12.865,-17.788,-6.1858,6.5008,0.0070148,9.7636e-07,-64.084,620.44,1939,393.02,0,0.495,0.0726,-0.015469
-2.6367e+05,3.2222e+05,3.2026,-14.536,-5.3363,11.748,0.0070647,6.0103e-07,-82.093,1567,2201.5,446.51,0,0.495,0.066539,-0.012375
-1.7388e+05,1.8109e+05,14.259,-18.891,-6.2174,4.5961,0.0069514,1.2306e-06,-75.069,445.83,1729.5,362.34,0,0.495,0.069573,-0.017016
-1.367e+05,1.3354e+05,15.474,-18.557,-6.219,4.5432,0.0069545,1.3332e-06,-65.794,343.29,1579.9,354.26,0,0.495,0.072601,-0.017016
-44260,68673,17.405,-18.906,-6.1302,3.2901,0.0068699,1.8299e-06,-67.214,106.38,1150.3,298.29,0,0.495,0.072602,-0.018562
-91654,1.0294e+05,16.409,-19.322,-6.1831,3.3167,0.0068443,1.6678e-06,-75.769,180.45,1291.5,307.87,0,0.495,0.069574,-0.018562
-3.5014e+05,3.9116e+05,5.0074,-16.281,-5.3691,9.6596,0.007011,6.469e-07,-92.607,1441,2431.9,418.4,0,0.495,0.063511,-0.013922
-3.9219e+05,4.2689e+05,3.4772,-15.824,-4.9474,9.9529,0.0069493,6.0622e-07,-100.93,1659.7,2491.2,387.75,0,0.495,0.060475,-0.013922
-3.3122e+05,3.8988e+05,-0.11727,-13.106,-4.468,12.503,0.0070504,5.403e-07,-100.86,2078.9,2247.9,380.65,0,0.495,0.060473,-0.012375
-3.0397e+05,3.6736e+05,1.4949,-13.947,-4.9491,12.175,0.0070779,5.6859e-07,-92.132,1829.6,2246,424.86,0,0.495,0.06351,-0.012375
-42023,70207,15.82,-20.265,-5.4625,2.171,0.0066248,2.1017e-06,-99.609,8.7919,890.87,238.63,0,0.495,0.05736,-0.021656
-48446,78260,15.036,-20.232,-5.1402,2.1719,0.0066002,1.9757e-06,-101.88,60.944,964.35,226.28,0,0.495,0.054325,-0.021656
-1.5282e+05,1.4005e+05,14.32,-20.276,-5.4409,2.5266,0.0066441,1.6251e-06,-101.45,227.77,1305.8,268.12,0,0.495,0.057357,-0.020109
-1.7349e+05,1.5424e+05,13.428,-20.196,-5.0668,2.5735,0.006617,1.5207e-06,-104.42,297.92,1379.8,250.17,0,0.495,0.054322,-0.020109
-1.2066e+05,1.2346e+05,15.235,-20.219,-5.7175,2.5475,0.0066952,1.7436e-06,-96.594,165.12,1214,277.52,0,0.495,0.060482,-0.020109
-2.2903e+05,2.296e+05,12.128,-19.883,-5.3399,3.3557,0.0066747,1.2234e-06,-103.23,538.45,1749.5,278.52,0,0.495,0.057355,-0.018562
-2.5948e+05,2.5177e+05,11.118,-19.713,-4.9112,3.4717,0.0066564,1.1497e-06,-106.85,632.33,1821.6,254.21,0,0.495,0.05432,-0.018562
-25060,60734,16.587,-20.164,-5.6764,2.2124,0.0066658,2.2453e-06,-95.377,-28.291,809.56,242.51,0,0.495,0.060483,-0.021656
-78809,81331,14.295,-20.111,-4.7666,2.1593,0.0065734,1.877e-06,-103.22,106.76,1022.8,217.8,0,0.495,0.051298,-0.021656
3685.2,27774,15.429,-19.918,-4.8675,1.9395,0.0065302,2.3713e-06,-100.78,-69.994,658.78,213.39,0,0.495,0.051301,-0.023203
22533,30307,16.081,-20.017,-5.19,1.9665,0.0065638,2.4897e-06,-100.04,-99.167,605.54,218.75,0,0.495,0.054327,-0.023203
29434,-3969.2,16.045,-19.528,-4.9262,1.8611,0.0064728,2.9001e-06,-98.538,-179.83,366.91,198.99,0,0.495,0.051304,-0.02475
20002,1924,16.619,-19.631,-5.1903,1.8916,0.006504,3.0301e-06,-98.317,-195.53,324.22,201.61,0,0.495,0.05433,-0.02475
-1.9049e+05,1.6241e+05,12.588,-20.021,-4.642,2.574,0.0066137,1.4534e-06,-106.37,361.02,1438.4,238.35,0,0.495,0.051296,-0.020109
-2.8358e+05,2.6642e+05,10.188,-19.462,-4.4441,3.4748,0.0066824,1.1111e-06,-109.46,715.08,1881.5,238.52,0,0.495,0.051293,-0.018562
15817,28627,16.756,-20.023,-5.4536,1.9863,0.006596,2.6366e-06,-98.345,-133.17,538.06,227.05,0,0.495,0.057362,-0.023203
11402,24601,17.419,-19.918,-5.6169,2.0156,0.0066506,2.806e-06,-94.867,-156.79,466.86,225.18,0,0.495,0.060484,-0.023203
6415.7,4155.1,17.77,-19.549,-5.5021,1.9442,0.0066062,3.3475e-06,-94.314,-224.82,213.19,202.16,0,0.495,0.060486,-0.02475
11887,4571.2,17.207,-19.642,-5.4007,1.9122,0.0065414,3.1868e-06,-97.25,-216.64,266.66,206.6,0,0.495,0.057364,-0.02475
